data_shopid,shop_name,recommend_dishes,shop_link,star_score,score_text,price,region,category,desc_addr_txt,reviews,address,biz_time,updated_at
FO8UqrJ3w9x5zDp3, 筑底食堂&海胆料理(三里屯店), 筑底寿喜锅、 焗蟹宝、 火爆海胆丼, https://www.dianping.com/shop/FO8UqrJ3w9x5zDp3, 4.5, "口味:4.5 环境:4.5 服务:4.5 食材:4.7", ¥119/人, 三里屯/工体, 日本料理, 距地铁工人体育场站D口步行330m, 21108, 工人体育场北路8号三里屯SOHO1号商场外围店铺B1-126号, 11:00-23:00, 2025-11-13T15:58:43+08:00
k9Zgkc2m7gyfy2fa, Now Mansion闹公馆, Pourover Coffee、 苏芙蕾、 马卡龙, https://www.dianping.com/shop/k9Zgkc2m7gyfy2fa, 4.7, "口味:4.6 环境:4.7 服务:4.7", ¥1087/人, 百子湾, 甜品, 距地铁7号线大郊亭站A西北口步行1.0km, 684, 双井街道百子湾路16号百子园4B-102朝北底商(燕新兆园加油站斜对面), 12:00-20:00, 2025-11-13T15:58:58+08:00
H9C4wpvwlk7qCUQ0, 秀儿四九城·新京菜(五道口店), 招牌香酥烤鸭、 鸭肉蛋挞、 贝勒爷烤肉, https://www.dianping.com/shop/H9C4wpvwlk7qCUQ0, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥190/人, 五道口, 烤鸭, 距地铁13号线五道口站A北口步行500m, 11626, 中关村东路8号东升大厦A座二层（免费停车3.5小时、近清华大学、五道口聚会宴请首选、可定制场地布置）, 11:00-14:00、 17:00-21:30, 2025-11-13T15:59:16+08:00
G1viq4W3oPDHjSHp, TRB Hutong(嵩祝寺店), 餐前面包、 和牛、 战斧牛排, https://www.dianping.com/shop/G1viq4W3oPDHjSHp, 4.7, "口味:4.5 环境:4.8 服务:4.8", ¥1327/人, 沙滩/美术馆, 法国菜, 距地铁8号线中国美术馆站A西北口步行880m, 7967, 沙滩北街嵩祝寺23号（近五四大街）, 11:30-14:30、 17:30-22:00, 2025-11-13T15:59:34+08:00
l7p7tAj8mxo6O85D, 贵凤凰贵州米粉(中海环宇店), 贵凤凰贵州羊肉粉、 贵凤凰招牌黑糖玫瑰冰粉、 大方臭豆腐, https://www.dianping.com/shop/l7p7tAj8mxo6O85D, 4.3, "口味:4.4 环境:4.2 服务:4.3", ¥37/人, 国贸/建外, 粉面馆, 距地铁国贸站出入口步行630m, 4064, 建国门外大街光华里8号中海广场B1-18-3, 11:00-21:30, 2025-11-13T15:59:50+08:00
G67RavRbwWqxbq1k, 炒豆合作社(东四总店), 招牌蜜辣烤鸡翅、 黑椒土豆泥、 冰镇情果, https://www.dianping.com/shop/G67RavRbwWqxbq1k, 4.4, "口味:4.4 环境:4.1 服务:4.2 食材:4.6", ¥95/人, 东四, 烤串, 距地铁5号线张自忠路站C东南口步行360m, 12361, 东四九条63号, 16:30开始营业, 2025-11-13T16:00:07+08:00
HaVQPCb0hQantMf6, 紅房子牛排馆(三里屯/工体店), 德克薩斯果木煙燻牛胸、 卡羅萊納果木煙燻豬肋、 亞利桑那果木煙燻牛肋, https://www.dianping.com/shop/HaVQPCb0hQantMf6, 4.7, "口味:4.7 环境:4.6 服务:4.7 食材:4.8", ¥68/人, 三里屯/工体, 牛排, 距地铁17号线工人体育场地铁站D口160m, 1526, 太古里对面三里屯SOHO3号楼下沉广场b1-318（德云社旁的可味美食广场巷子直行即可）, 11:00-22:00, 2025-11-13T16:00:24+08:00
H2mAaIHj8ueKOu6c, ZAZA CAKERY, 四拼派、 万圣节南瓜派、 初秋甜品礼盒, https://www.dianping.com/shop/H2mAaIHj8ueKOu6c, 4.7, "口味:4.7 环境:4.6 服务:4.7", ¥144/人, 朝阳门, 面包蛋糕, 距地铁2号线朝阳门站G东南口步行430m, 3935, 东二环银河sohoB座2层20219, 12:00-19:00, 2025-11-13T16:00:43+08:00
EHDuqrrC8YftEt6k, 酒乐日料自助放题(中骏世界城店), 三文鱼刺身、 和风沙拉、 刺身拼盘, https://www.dianping.com/shop/EHDuqrrC8YftEt6k, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥350/人, 朝外大街, 日式自助, 距地铁东大桥站D1西南口步行820m, 3485, 金汇路8号中骏世界城E座2层, 11:00-14:00、 16:30-22:00, 2025-11-13T16:01:00+08:00
l43aqenNZvgR8RyB, 很久以前羊肉串(双井店), 呼伦贝尔羊肉串、 鱼豆腐、 奥尔良鸡翅, https://www.dianping.com/shop/l43aqenNZvgR8RyB, 4.8, "口味:4.8 环境:4.7 服务:4.8 食材:4.9", ¥104/人, 双井, 烤串, 距地铁7/10号线双井地铁站D西南口230m, 4882, 双井街道东三环南路甲5号双井桥向南250米路西(近宝瑞通典当行大厦), 17:00开始营业, 2025-11-13T16:01:18+08:00
G1ZdWMetvtu1RJNk, 海底捞火锅(荟聚中心店), 招牌虾滑、 捞派滑牛肉、 番茄锅底, https://www.dianping.com/shop/G1ZdWMetvtu1RJNk, 4.4, "口味:4.4 环境:4.4 服务:4.4 食材:4.6", ¥111/人, 西红门, 四川火锅, 距地铁4号线西红门站A西北口步行1.1km, 11069, 西红门镇欣宁街荟聚购物中心G区3层108号商铺, 10:00-次日02:00, 2025-11-13T16:01:35+08:00
l6NixfrrDfouOxUl, CABO Coffee, 悉尼dirty、 胡萝卜蛋糕、 脏柴拿铁咖啡, https://www.dianping.com/shop/l6NixfrrDfouOxUl, 4.6, "口味:4.6 环境:4.7 服务:4.6", ¥55/人, 天坛, 咖啡, 距地铁5号线天坛东门站A2西北口步行530m, 6161, 北京街13号, 08:30-19:30, 2025-11-13T16:01:51+08:00
jVLoXsPWsevnk4mS, THE WOODS 餐厅(王府井澳门中心店), 芝士红薯条、 鸡肉芒果牛油果沙拉、 西班牙海鲜饭, https://www.dianping.com/shop/jVLoXsPWsevnk4mS, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥138/人, 王府井/东单, 西餐, 距地铁8号线金鱼胡同站B东口步行200m, 8846, 王府井东街8号澳门中心商场一层L111号铺位, 10:00-21:30, 2025-11-13T16:02:10+08:00
k4SfUvX8uGPNZNOK, 隐世叠院儿·新茶饮, 咖啡、 京味茉莉花茶、 经典黑胡椒醇香肉肠, https://www.dianping.com/shop/k4SfUvX8uGPNZNOK, 3.9, "口味:3.9 环境:3.9 服务:3.9", ¥588/人, 前门/大栅栏, 茶饮果汁, 距地铁2号线和平门站C2东南口步行460m, 834, 前门西河沿街159号, 11:00-20:00, 2025-11-13T16:02:27+08:00
HahIVck9RLEtP2fY, 小吊梨汤·北京菜·烤鸭(大族广场店), 小吊梨汤、 梨球果仁虾、 招牌牛肉烩饭, https://www.dianping.com/shop/HahIVck9RLEtP2fY, 4.6, "口味:4.5 环境:4.6 服务:4.6", ¥98/人, 亦庄, 烤鸭, 距地铁亦庄线荣京东街站B1南口步行80m, 11117, 荣华南路大族广场3F-2, 10:00-21:30, 2025-11-13T16:02:44+08:00
l4rqGdbBSRD9uXsD, 勇盛牛肉面(红庙店), 红烧牛肉面、 江湖豌杂面、 口水鸡, https://www.dianping.com/shop/l4rqGdbBSRD9uXsD, 4.6, "口味:4.5 环境:4.1 服务:4.2", ¥36/人, 大望路, 面馆, 距地铁14号线大望路站F东北口步行850m, 25307, 朝阳路红庙北里85号楼底商, 全天营业, 2025-11-13T16:03:02+08:00
Fsn59771liIOpcfc, 潇湘阁(建外SOHO店), 金钱蛋、 酸辣鸡胗、 农家小炒肉, https://www.dianping.com/shop/Fsn59771liIOpcfc, 4.8, "口味:4.8 环境:4.6 服务:4.6", ¥81/人, 国贸/建外, 湘菜, 距地铁国贸站出入口步行370m, 5218, 东三环中路39号建外SOHO东区8号楼2层0832G, 10:30-21:30, 2025-11-13T16:03:21+08:00
H4nONEtk53CCmvL7, FLY PIZZA&HOODADAK CHICKEN(总店), 甜酱油炸鸡、 韩式烤牛肉比萨、 甜蜜地瓜, https://www.dianping.com/shop/H4nONEtk53CCmvL7, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥71/人, 望京, 韩式料理, 距地铁14号线东湖渠站A西北口步行120m, 9489, 广顺北大街17号六佰本北区一层A32, 10:30-21:30, 2025-11-13T16:03:38+08:00
H973w2aYJ4r0W2pp, 安妮意大利餐厅(国贸店), 安妮披萨、 奶油蘑菇汤、 千层面, https://www.dianping.com/shop/H973w2aYJ4r0W2pp, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥125/人, 国贸/建外, 意大利菜, 距地铁1/10号线国贸地铁站3号东口270m, 16474, 东三环南路南郎家园19号楼瑞赛商务楼1层（梵悦108对面）, 10:30-22:30, 2025-11-13T16:03:53+08:00
k3zgCl67x03fPWeu, VENCHI 闻绮(北京三里屯店), 意大利手工冰淇淋、 开心果、 覆盆子, https://www.dianping.com/shop/k3zgCl67x03fPWeu, 4.6, "口味:4.6 环境:4.6 服务:4.5", ¥75/人, 三里屯/工体, 甜品, 距地铁3号线团结湖站H口步行360m, 4988, 三里屯路19号太古里南区S8-15, 10:00-22:00, 2025-11-13T16:04:09+08:00
H8ldYp79vEuzbtPx, 好渔小院花园餐厅, 好渔烤虹鳟鱼、 炸花椒芽、 烤虹鳟, https://www.dianping.com/shop/H8ldYp79vEuzbtPx, 4.3, "口味:4.3 环境:4.4 服务:4.3", ¥85/人, 红螺寺, 农家菜, , 6319, 红螺寺路红螺寺芦庄村西口（近红螺寺雁栖湖会展中心）, 09:00-21:00, 2025-11-13T16:04:24+08:00
k2hPj72XvOWWErpX, 荣轩(新荣记环球金融中心店), 黄金脆带鱼、 脆皮妙龄鸽、 杏仁脆片, https://www.dianping.com/shop/k2hPj72XvOWWErpX, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥450/人, 国贸/建外, 苏浙菜, 距地铁10号线金台夕照站出入口步行410m, 3755, 东三环中路1号环球金融中心东塔2层, 11:30-15:30、 17:00-21:00, 2025-11-13T16:04:42+08:00
H737YREzzvav8WQr, 海底捞火锅(亦庄华联夜宵主题店), 捞派肥牛、 招牌虾滑、 捞派脆脆毛肚, https://www.dianping.com/shop/H737YREzzvav8WQr, 4.4, "口味:4.5 环境:4.6 服务:4.5 食材:4.7", ¥118/人, 亦庄, 四川火锅, 距地铁亦庄线万源街站A1北口步行570m, 10267, 亦庄镇荣华中路8号院1号楼亦庄华联购物中心3层海底捞, 10:00-次日07:00, 2025-11-13T16:04:57+08:00
G904AVjiMtorQqwe, 德和斋(甜水园店), 原味杏仁豆腐、 羊肉汆面、 炸灌肠, https://www.dianping.com/shop/G904AVjiMtorQqwe, 4.3, "口味:4.3 环境:4.0 服务:4.0", ¥41/人, 甜水园, 面馆, 距地铁14号线金台路站F东北口步行880m, 7895, 甜水园东街甜水园东里7号楼底商05263, 10:30-14:30、 17:00-21:00, 2025-11-13T16:05:14+08:00
G6xzTLVtgbHw5qx2, 三样菜(阜成路店), 歌乐山辣子鸡、 招牌素三样、 精品毛血旺, https://www.dianping.com/shop/G6xzTLVtgbHw5qx2, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥100/人, 五棵松, 川菜馆, 距地铁海淀五路居站D西南口步行1.2km, 18376, 阜成路定慧北里西区23号楼蓝宏中心1-2层, 11:00-22:00, 2025-11-13T16:05:30+08:00
k34LJoX1wdUkhBqj, 老牌LEGEND餐厅·花园餐厅(国贸店), 移动迷宫、 炸薯条、 香肠拼盘, https://www.dianping.com/shop/k34LJoX1wdUkhBqj, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥175/人, 国贸/建外, 特色菜, 距地铁国贸站3东口步行220m, 8417, 建国路中航工业大厦副楼1层（景祥街128号街区内、近CBD、银泰中心、国贸商城、招商局大厦）, , 2025-11-13T16:05:46+08:00
k9jwWxQ1WMU3SzVa, 酒肴一瓢·活贝料理·日本料理(三元桥·霄云路店), 烤螺串、 酒肴火锅、 活炸牡蛎, https://www.dianping.com/shop/k9jwWxQ1WMU3SzVa, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥278/人, 亮马桥/三元桥, 日本料理, 距地铁12号线三元桥站F口步行830m, 2997, 霄云路15号霄云美食街后街24门, 11:30-13:30、 17:30-次日01:30, 2025-11-13T16:06:04+08:00
k801pWsj5KbGk5E2, 汕头八合里海记牛肉店(玲珑路店), 吊龙、 招牌牛筋丸、 爽口嫩肉, https://www.dianping.com/shop/k801pWsj5KbGk5E2, 4.7, "口味:4.8 环境:4.7 服务:4.6 食材:4.8", ¥121/人, 四季青, 潮汕牛肉火锅, 距地铁海淀五路居站B东北口步行500m, 12923, 玲珑路恩济西园10号楼, 11:00-22:00, 2025-11-13T16:06:21+08:00
k68jSJQ8HePZwvr7, 京虎门涮肉·滩羊烤全羊(广渠门店), 手切鲜羊后腿、 虎门一品烧饼、 秘制麻酱小料, https://www.dianping.com/shop/k68jSJQ8HePZwvr7, 4.4, "口味:4.5 环境:4.5 服务:4.4 食材:4.7", ¥96/人, 广渠门内, 老北京火锅, 距地铁7号线广渠门内站B东北口步行40m, 11636, 广渠门内大街29号红都大厦2层(停车导航:向西30米右转)原家乐福停车场, 11:00-22:30, 2025-11-13T16:06:40+08:00
G8lCb3D0jqou8pn4, 又来山里·面·乐山小吃, 包浆豆腐、 小豌杂、 冰粉, https://www.dianping.com/shop/G8lCb3D0jqou8pn4, 3.9, "口味:3.9 环境:3.9 服务:3.9", ¥51/人, 新街口, 面馆, 距护国寺东巷与护国寺东街交叉口50m, 7219, 护国寺街护国新天地1层（临街东南侧）, 11:00-14:00、 17:00-21:00, 2025-11-13T16:06:56+08:00
G9iTUhTWoLcgApd5, Peter Pan 意大利餐厅(三里屯店), 提拉米苏、 意式手工肉酱千层面、 火腿蘑菇披萨, https://www.dianping.com/shop/G9iTUhTWoLcgApd5, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥178/人, 三里屯/工体, 意大利菜, 距地铁10号线农业展览馆站A西北口步行970m, 10212, 三里屯西五街5号, 11:30-21:30, 2025-11-13T16:07:14+08:00
l7ksspSMMyLgZXLz, OOPS!TAPA TAPA by FV, 餐前小面包、 西班牙传统什锦海鲜饭、 煎热鹅肝佐蔓越莓酱, https://www.dianping.com/shop/l7ksspSMMyLgZXLz, 4.4, "口味:4.5 环境:4.6 服务:4.6", ¥182/人, 建国门/北京站, 西餐, 距地铁2号线北京站B东北口步行350m, 8953, 建国门内大街8号中粮广场C座一层G127-129（21:30闭餐）, 11:00-22:00, 2025-11-13T16:07:33+08:00
jSMa7OsbguHPNsTR, 铃木食堂(北新桥店), 日式牛肉火锅、 杏仁豆腐、 招牌肉饼, https://www.dianping.com/shop/jSMa7OsbguHPNsTR, 4.4, "口味:4.5 环境:4.6 服务:4.4 食材:4.7", ¥95/人, 北新桥/簋街, 日本料理, 距地铁5号线北新桥地铁站C东南口20m, 13630, 东直门内大街288-29号, 11:30-21:30, 2025-11-13T16:07:51+08:00
G8XeIt6lPVndy1HR, 鮨鳳, 鹅肝、 当季特选刺身、 金枪鱼泥海胆鲑鱼籽饭, https://www.dianping.com/shop/G8XeIt6lPVndy1HR, 4.9, "口味:4.9 环境:4.9 服务:4.9 食材:4.9", ¥765/人, 双井, 寿司, 距地铁7号线双井站F东北口步行740m, 2315, 百子湾路32号院南12号楼1楼107号, 12:00-14:00、 18:00-21:30, 2025-11-13T16:08:09+08:00
H5CfTveZDODlyj5m, 北京四季酒店·MIO, 提拉米苏、 和牛排、 餐前包, https://www.dianping.com/shop/H5CfTveZDODlyj5m, 4.9, "口味:4.8 环境:4.9 服务:4.9", ¥750/人, 亮马桥/三元桥, 意大利菜, 距地铁10号线亮马桥站B东北口步行330m, 3601, 亮马桥路48号四季酒店三层（近亮马河畔）, 11:30-14:00、 17:30-22:00, 2025-11-13T16:08:28+08:00
l1yZywhTQPC0AxOH, Lily's American Diner LAD(三里屯漫三里店), 班尼迪克蛋、 蘑菇汤、 法式糖汁吐司, https://www.dianping.com/shop/l1yZywhTQPC0AxOH, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥85/人, 三里屯/工体, 西餐, 距地铁工人体育场站C口步行550m, 7273, 新东路8号院漫三里(首开铂郡小区北区)4号楼底商1-037号, 07:00-22:00, 2025-11-13T16:08:46+08:00
l4tHvJ2eb8nKqsd3, 利桥顺酒楼(北洼路店), 驴肉火烧、 招牌驴紫盖、 小咸菜, https://www.dianping.com/shop/l4tHvJ2eb8nKqsd3, 4.5, "口味:4.6 环境:4.1 服务:4.3", ¥89/人, 航天桥, 地方菜系, 距地铁10号线慈寿寺站C1东南口步行890m, 13070, 北洼路40号, 09:00-23:00, 2025-11-13T16:09:02+08:00
k1TRtVi2b4GCPXC8, 小花龙虾·创意川菜(双井店), 小花招牌龙虾（10只起售）、 小花招牌飘香牛蛙、 小花蒜香小龙虾, https://www.dianping.com/shop/k1TRtVi2b4GCPXC8, 4.6, "口味:4.6 环境:4.6 服务:4.6", ¥127/人, 双井, 小龙虾, 距地铁10号线双井站D西南口步行920m, 3817, 垂杨柳中街8号1楼底商（京客隆隔壁）, 10:00-14:00、 16:30-23:00, 2025-11-13T16:09:21+08:00
H2m1mDT88YHwzGNk, 硬舌酒肉(西单店), 蒜香经典烤牛舌、 黑椒菠萝烤牛肋肉、 炭烤牛肋肉串2串, https://www.dianping.com/shop/H2m1mDT88YHwzGNk, 4.6, "口味:4.6 环境:4.5 服务:4.6 食材:4.7", ¥138/人, 西单, 烧烤烤串, 距地铁西单站C东北口步行690m, 11984, 太仆寺街30号, 11:30-14:00、 16:30-22:30, 2025-11-13T16:09:39+08:00
G9U41SLidp7tHcom, 京A Brewpub·精酿餐吧(幸福村店), 招牌炸红薯条、 阿白小麦啤酒、 老金炸鸡, https://www.dianping.com/shop/G9U41SLidp7tHcom, 4.8, "口味:4.9 环境:4.8 服务:4.8", ¥109/人, 三里屯/工体, 西餐, 距地铁工人体育场站A口步行570m, 5233, 幸福村中路57号利世商务楼1层北区, 11:00-24:00, 2025-11-13T16:09:59+08:00
H4XYko70QDU3jouc, 温野菜涮涮锅(西红门荟聚中心店), 澳洲和牛肩胛小排、 月见寿喜高汤、 寿喜锅, https://www.dianping.com/shop/H4XYko70QDU3jouc, 4.1, "口味:4.1 环境:4.3 服务:4.2", ¥163/人, 西红门, 日式料理, 距地铁4号线西红门站出入口步行140m, 8383, 欣宁街15号院4号楼荟聚购物中心3层03D74, 11:00-21:00, 2025-11-13T16:10:17+08:00
l6O4Rs74G27OABZe, 南门小馆·清真(国贸商城店), 宫保鸡丁、 烧饼夹肉、 醋溜木须, https://www.dianping.com/shop/l6O4Rs74G27OABZe, 4.7, "口味:4.7 环境:4.6 服务:4.6", ¥58/人, 国贸/建外, 快餐简餐, 距地铁10号线国贸站E2西北口步行440m, 5696, 建国门外大街1号国贸商城中区地下二层NB202&204&206&208, 07:30-09:30、 10:30-22:00, 2025-11-13T16:10:35+08:00
H5e2F3zdvtnyNsNt, 燕郊烧鸽子(广安路店), 脆皮乳鸽、 晾衣大饼、 黄泥烧鸽子, https://www.dianping.com/shop/H5e2F3zdvtnyNsNt, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥97/人, 北大地/万丰路, 东北菜, , 7835, 广安路38号（丰台路口东）, 10:30-22:00, 2025-11-13T16:10:54+08:00
i2Q4L8Eu8DwLc7rc, 牛鼎云南特色烧烤(创始店), 牛鼎招牌牛骨髓、 云南包浆豆腐、 手工羊肉小串, https://www.dianping.com/shop/i2Q4L8Eu8DwLc7rc, 4.5, "口味:4.6 环境:4.2 服务:4.6", ¥110/人, 四惠, 融合烤肉, , 3646, 百子湾家园401-206号, 11:00-次日02:00, 2025-11-13T16:11:14+08:00
H3gnnVNSK9QT7uiI, 福叁咖啡&小红帽三明治(西兴隆街店), 杏儿、 dirty、 澳白, https://www.dianping.com/shop/H3gnnVNSK9QT7uiI, 4.4, "口味:4.5 环境:4.4 服务:4.4", ¥68/人, 崇文门, 咖啡, 距地铁7号线桥湾站B东北口步行860m, 4781, 西兴隆街130号, 10:00-19:00, 2025-11-13T16:11:31+08:00
F1FpsOtQ8heqOGKZ, 斯普汇生蚝牛排馆(中骏世界城店), 法国吉娜朵GILLARDEAU、 特色薯条、 新西兰深海鳌虾Scampi, https://www.dianping.com/shop/F1FpsOtQ8heqOGKZ, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥388/人, 建外大街, 意大利菜, 距地铁东大桥站D1西南口步行690m, 3507, 金汇路9号中骏世界城D座1层, 11:30-次日02:00, 2025-11-13T16:11:48+08:00
k4BuuGeWSauQwYdS, 王府井文华东方酒店·文华扒房, 餐前面包、 澳大利亚牧场战斧牛排、 手推车盐渍三文鱼, https://www.dianping.com/shop/k4BuuGeWSauQwYdS, 4.9, "口味:4.9 环境:5.0 服务:4.9 食材:4.9", ¥691/人, 王府井/东单, 牛排, 距地铁8号线王府井站E3东北口步行430m, 2211, 东华门街道王府井大街269号北京王府井文华东方酒店五层, 11:30-14:00、 18:00-22:00, 2025-11-13T16:12:04+08:00
G9mHQ7pDdapt23NB, 海底捞火锅(枫蓝国际购物中心店), 捞派滑牛肉、 招牌虾滑、 海底捞新一代番茄火锅, https://www.dianping.com/shop/G9mHQ7pDdapt23NB, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥111/人, 北下关, 四川火锅, 位于枫蓝国际购物中心内, 13401, 西直门北大街32号枫蓝国际购物中心B座3层, 10:00-次日07:00, 2025-11-13T16:12:22+08:00
H86eVuv5ZnTrjdQp, 聚宝源(五棵松华熙店), 手切鲜羊肉、 一品烧饼、 高钙羔羊肉, https://www.dianping.com/shop/H86eVuv5ZnTrjdQp, 4.7, "口味:4.7 环境:4.6 服务:4.6 食材:4.8", ¥113/人, 五棵松, 老北京火锅, 距育英中学200m, 7557, 万寿路西街西长安美居酒店一层（华熙LIVE东门向东50米）, 11:00-22:00, 2025-11-13T16:12:39+08:00
H5mT50XrdY9P2jWd, 鼓楼前进小院·炝锅鱼羊蝎子涮肉店(鼓楼店), 老北京炝锅鱼、 羊蝎子、 自制杂粮窝头, https://www.dianping.com/shop/H5mT50XrdY9P2jWd, 4.5, "口味:4.5 环境:4.3 服务:4.5 食材:4.7", ¥82/人, 后海/什刹海, 老北京火锅, 距地铁8号线什刹海站A2西北口步行540m, 7774, 鼓楼西大街54号（鼓楼西大街东口路南100米 距鼓楼500米、烟袋斜街100米）, 10:00-22:00, 2025-11-13T16:12:55+08:00
k3gitc9tvBVYJiFJ, 品质伊骊新疆菜(远大路店), 烤羊肉串、 新疆大盘鸡、 馕炒莲花白, https://www.dianping.com/shop/k3gitc9tvBVYJiFJ, 4.2, "口味:4.2 环境:4.2 服务:4.2", ¥75/人, 远大路, 新疆菜, 距地铁蓝靛厂站D口步行120m, 10850, 远大路与远大西路交口南行100米路东（近蓝靛厂站  D口、喜来登酒店、世纪金源购物中心、四季青医院）, 11:00-14:00、 17:00-24:00, 2025-11-13T16:13:13+08:00
H6YYItGl7FH1xcjo, 川骄海鲜自助(建国门店), 刺身三文鱼、 生蚝、 鲜活鲍鱼, https://www.dianping.com/shop/H6YYItGl7FH1xcjo, 4.6, "口味:4.6 环境:4.7 服务:4.7", ¥399/人, 建国门/北京站, 海鲜自助, 距地铁2号线建国门站C西南口步行600m, 15554, 建国门南大街7号（璞邸酒店一层）, 11:30-14:00、 17:30-21:00, 2025-11-13T16:13:31+08:00
k2JcLpU2QB9VJKRA, 胜博殿日式炸猪排(国贸商城店), 高丽菜丝、 小菜、 芝麻沾料, https://www.dianping.com/shop/k2JcLpU2QB9VJKRA, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥105/人, 国贸/建外, 日本料理, 距地铁10号线国贸站E2西北口步行310m, 4281, 建国门外大街1号国贸商城北区地下一层NB1025, 11:00-15:30、 17:30-21:00, 2025-11-13T16:13:50+08:00
l8fMyzmMiNk44Yr1, 姆们M Sweetie Cake(五道口店), 魅影红丝绒蛋糕、 莫吉托蛋糕、 爱神巧克力蛋糕, https://www.dianping.com/shop/l8fMyzmMiNk44Yr1, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥69/人, 五道口, 面包蛋糕, 距地铁学知园站D口步行840m, 5865, 学院路5号768创意园A座二层15号（大华电子南门进来、邂逅餐厅楼上）, 09:00-22:00, 2025-11-13T16:14:07+08:00
l65Pozg3Gr6iBxup, 小鲜岛蒸汽海鲜·焗小鲜(世贸天阶店), 一笼海鲜、 海白虾、 东海黄鱼, https://www.dianping.com/shop/l65Pozg3Gr6iBxup, 4.7, "口味:4.7 环境:4.7 服务:4.7 食材:4.8", ¥110/人, 朝外大街, 海鲜, 距地铁6号线东大桥地铁站D2西南口820m, 9070, 光华路甲9号世贸天阶南街B1层, 10:00-21:30, 2025-11-13T16:14:27+08:00
G1PIrk7lF9ZB7noY, 海底捞火锅(翠微路店), 捞派滑牛肉、 招牌虾滑、 番茄锅底, https://www.dianping.com/shop/G1PIrk7lF9ZB7noY, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥110/人, 公主坟/万寿路, 四川火锅, 距地铁公主坟站出入口步行1.1km, 10894, 翠微路12号印象城4层, 09:00-次日07:00, 2025-11-13T16:14:43+08:00
EPm03omWa0rQ30Xo, 本垒美式烤肉(三里屯店), 烤肉三拼、 薯条、 切牛胸板肉拼盘, https://www.dianping.com/shop/EPm03omWa0rQ30Xo, 3.9, "口味:3.9 环境:4.1 服务:4.0", ¥182/人, 三里屯/工体, 西餐, 距地铁3号线团结湖站H口步行290m, 7968, 工人体育场北路4号10号楼一层106号, 11:00-23:00, 2025-11-13T16:15:00+08:00
k6c5wvJW9tF1xdVu, 情满四合院•京菜•烤鸭(动物园店), 老北京小吊梨汤、 老北京挂炉烤鸭、 胡同糖油饼, https://www.dianping.com/shop/k6c5wvJW9tF1xdVu, 4.6, "口味:4.6 环境:4.7 服务:4.6", ¥102/人, 西直门/动物园, 京菜, 距北京北站步行1.2km, 7062, 西直门外大街112号阳光大厦一层（地下停车场入口）, 11:00-14:00、 17:00-21:30, 2025-11-13T16:15:19+08:00
G45YWhII7tsvC42c, 花间Taste, 芒果舒芙蕾松饼、 草莓舒芙蕾松饼、 白桃乌龙茶, https://www.dianping.com/shop/G45YWhII7tsvC42c, 4.4, "口味:4.4 环境:4.6 服务:4.5", ¥75/人, 酒仙桥, 甜品, 距秋果酒店798艺术区店370m, 3815, 706北三街12号, 10:30-20:00, 2025-11-13T16:15:37+08:00
k8OJbMNqdgxR81BZ, 怡己·三ツ矢堂日式料理(金融街行政公寓店), 日本柚子风味全家福蘸面、 柚子风味全家福蘸面、 日式炸鸡, https://www.dianping.com/shop/k8OJbMNqdgxR81BZ, 4.4, "口味:4.4 环境:4.4 服务:4.4", ¥89/人, 复兴门, 日式面条, 距地铁2号线阜成门站C东南口步行730m, 5090, 金融大街乙9号金融街行政公寓1楼大厅右侧, 11:00-21:00, 2025-11-13T16:15:55+08:00
H2aFffOCzlcKFwyz, 潮舍(环球金融中心店), 湛江白切鸡（半只）、 卤水鹅肝拼鹅肠、 脆皮蚝仔烙, https://www.dianping.com/shop/H2aFffOCzlcKFwyz, 4.6, "口味:4.7 环境:4.7 服务:4.7", ¥216/人, 国贸/建外, 潮汕菜, 距地铁10号线金台夕照站出入口步行460m, 3488, 东三环中路1号环球金融中心1幢01层105室, 11:00-14:00、 17:00-21:00, 2025-11-13T16:16:14+08:00
G73e3sxhFmgI7LWa, 局气烤鸭·北京菜(前门店), 文房烤鸭、 乾隆白菜、 兔爷土豆泥, https://www.dianping.com/shop/G73e3sxhFmgI7LWa, 4.4, "口味:4.4 环境:4.6 服务:4.5", ¥80/人, 前门/大栅栏, 烤鸭, 距地铁8号线前门站I西南口步行230m, 19252, 煤市街北京坊E14楼三层, 11:00-21:00, 2025-11-13T16:16:31+08:00
